,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,Priority Sector (Y/N)_x,Priority Sector,passers_2023_agg,examinees_2023_agg,passers_2024_agg,examinees_2024_agg,AIOE,Complementarity,C-AIOE,Classification
730,Medical Secretary,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,Y,Health,,,,,1.0337143779854754,0.5113888888888888,0.8651615057972883,Displaced
731,Medical Transcriptionist,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,Y,Health,,,,,1.0337143779854754,0.5113888888888888,0.8651615057972883,Displaced
732,Mental Health Program Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,Y,Health,,,,,0.7806366196871929,0.6691666666666666,0.5301823708708853,Augmented
733,Messman,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,N,N,,,,,-0.6267809371496645,0.5396732026143791,-0.5068527545675964,Isolated
734,Metadata Specialist,Information and Communication,Other information service activities,Higher Education,No,No,Y,Digital Technology,,,,,1.4774993998129229,0.6063888888888888,1.0962224713611994,Augmented
735,Metallurgical Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,N,N,,,,,1.1962758695210862,0.6164937943262411,0.8754819808756202,Augmented
736,Microbiology Lab Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,N,N,,,,,1.1962758695210862,0.6164937943262411,0.8754819808756202,Augmented
737,Microfinance Loan Officer,Financial and Insurance Activities,Monetary intermediation,Not Higher Education,No,No,Y,Financial Services,,,,,1.2375369086685346,0.6316666666666667,0.8869014512124498,Augmented
738,Milk Processing Technician,Manufacturing,Manufacture of dairy products,Higher Education,No,No,N,N,,,,,-0.9694564085988252,0.5850000000000001,-0.7400183918971032,Isolated
739,Millwright,Construction,Construction of buildings,Higher Education,No,No,Y,Tourism,,,,,-1.049182638556866,0.7641666666666665,-0.6128975246903028,Protected
740,Mine Safety Engineer,Mining and Quarrying,Mining of Metal Ores,Higher Education,Yes,No,N,N,242.0,351.0,259.0,365.0,0.5129253723597855,0.6382638888888889,0.3642126341929727,Augmented
741,Ministry Program Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,Y,Health,,,,,1.0117367283079466,0.5203728070175438,0.8376780740628624,Displaced
742,MIS Technical Support (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,Y,Health,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
743,Mobile Air-Conditioning (MAC) Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,N,N,,,,,-0.9106473891239084,0.686111111111111,-0.6030509376864995,Protected
744,Mobile Phones And Handheld Gadgets Technician,Manufacturing,Manufacture of consumer electronics,Not Higher Education,No,No,Y,Advanced Manufacturing,,,,,0.2307035718843949,0.6161111111111112,0.1689262820797958,Augmented
745,Mobile Robotics System Technician,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,Y,Advanced Manufacturing,,,,,0.3835605034568007,0.5769444444444444,0.2958743105832043,Displaced
746,Mold Maker,Manufacturing,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,N,N,,,,,-1.1541431770984385,0.5399999999999999,-0.9329324014879046,Isolated
747,Motion Graphics Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,N,N,,,,,-0.5800703514608596,0.4575,-0.5167460047597158,Isolated
748,Motorcycle/Small Engine Mechanic,Manufacturing,Manufacture of motor vehicles,Not Higher Education,No,No,N,N,,,,,-1.5566147016651897,0.6050000000000001,-1.1570835949044576,Protected
749,Motor-Grader Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,N,N,,,,,-1.15238606969144,0.6227777777777778,-0.836120115009456,Protected
750,Multilateral Affairs Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,N,N,,,,,1.4540568100648037,0.605625,1.0799401099752135,Augmented
751,Multimedia Designer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,Y,Digital Technology,,,,,0.733024170282144,0.563888888888889,0.5750167380213262,Displaced
752,Multimedia Journalist,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,Y,Digital Technology,,,,,1.1083010062005718,0.6130555555555556,0.8149091009480316,Augmented
753,Municipal Fisherman,"Agriculture, Forestry, and Fishing",Fishing,Not Higher Education,No,No,N,N,,,,,-1.3653770485609695,0.6044444444444445,-1.01568881556841,Protected
754,Municipal Services Clerk,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,N,N,,,,,0.9698125993622836,0.4805555555555555,0.8415818223354928,Displaced
755,Museum Curator,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,N,N,,,,,0.7188278381031682,0.6888888888888888,0.4740270243491449,Augmented
756,Museum Guide,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,N,N,,,,,0.4571220527837438,0.6594444444444444,0.3149063030288013,Augmented
757,Museum Program Assistant,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,N,N,,,,,-0.8672596469857901,0.4680555555555555,-0.7634293948049914,Isolated
758,Museum Researcher,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,N,N,,,,,0.7188278381031682,0.6888888888888888,0.4740270243491449,Augmented
759,Museum Technician,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,N,N,,,,,-0.8672596469857901,0.4680555555555555,-0.7634293948049914,Isolated
760,Museums / Zoos / Aquariums Personnel,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,N,N,,,,,-0.8672596469857901,0.4680555555555555,-0.7634293948049914,Isolated
761,Music Arranger Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,N,N,,,,,-0.0481137107809598,0.5141666666666667,-0.0401348537431173,Isolated
762,Music Production Assistant,Information and Communication,Sound recording and music publishing activities,Higher Education,No,Yes,N,N,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
763,Music Teacher (Choral Director),Education,Other education services,Higher Education,Yes,No,N,N,77777.0,146562.0,68900.0,129928.0,0.5095961456095874,0.6,0.3813477822978413,Augmented
764,Nail Technician,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,N,N,,,,,-0.1802445932619149,0.6108333333333333,-0.1329303875306622,Protected
765,Natural Resource Planner,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,N,N,,,,,1.121407837793284,0.6320138888888889,0.8032862393637309,Augmented
766,Natural Resources Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,N,N,,,,,-0.0372319794758209,0.5897222222222221,-0.0282445933190185,Isolated
767,Network Cabling Technician,Manufacturing,Manufacture of communication equipment,Not Higher Education,No,Yes,Y,Advanced Manufacturing,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
768,Network Operations Technician,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,Y,Digital Technology,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
769,News Production Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,N,N,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
770,News Reporter,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,N,N,,,,,1.1083010062005718,0.6130555555555556,0.8149091009480316,Augmented
771,Newsroom Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,N,N,,,,,1.0159515689880594,0.7358333333333333,0.6222703360051864,Augmented
772,Nurse Anaesthetist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,Y,Health,25761.0,32203.0,29349.0,34534.0,0.2700903207777707,0.7450000000000001,0.1629544935359216,Augmented
773,Nursery Teacher,Education,Pre-primary/pre-school education,Higher Education,Yes,No,N,N,77777.0,146562.0,68900.0,129928.0,0.3484516434659395,0.6813888888888889,0.2323978877671446,Augmented
774,Nursing Attendant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,Y,Health,,,,,-0.4413828025834359,0.5907306763285024,-0.3343927839934498,Isolated
775,Nutrition Program Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,Y,Health,895.0,1219.0,843.0,1209.0,1.3739495407622582,0.6622222222222222,0.942682046022994,Augmented
776,Nutritional Product Developer,Manufacturing,Manufacture of other food products,Higher Education,Yes,No,N,N,453.0,1133.0,510.0,995.0,1.3739495407622582,0.6622222222222222,0.942682046022994,Augmented
777,Occupational Therapy Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,Y,Health,,,,,-0.5134808423859277,0.5629166666666666,-0.4032964116239474,Isolated
778,Off-Highway Dump Truck (Rigid) Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,N,N,,,,,-1.100644052209415,0.6174999999999999,-0.8043873614897142,Protected
779,Office Receptionist,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,Y,Financial Services,,,,,1.0117367283079466,0.4713888888888888,0.8872369031300521,Displaced
780,Oil and Gas Field Technician,Mining and Quarrying,"Extraction of crude petroleum, Extraction of natural gas",Higher Education,No,Yes,N,N,,,,,-0.0372319794758209,0.5897222222222221,-0.0282445933190185,Isolated
781,Oil Palm Farmer,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,N,N,,,,,-1.153152853548008,0.4963888888888889,-0.9824221671754836,Isolated
782,Online Store Executive Assistant,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail Sale via Mail Order Houses or via Internet,Higher Education,No,Yes,N,N,,,,,0.005064176078184,0.5905555555555555,0.0038375200948016,Displaced
783,Operating Theatre Nurse,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,Y,Health,25761.0,32203.0,29349.0,34534.0,0.2700903207777707,0.7450000000000001,0.1629544935359216,Augmented
784,Operations Assistant,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,Y,Financial Services,,,,,1.0600457450196432,0.5005555555555555,0.8986832260555421,Displaced
785,Operations Support Analyst,"Professional, Scientific and Technical Activities",Management consultancy activities,Higher Education,No,No,N,N,,,,,1.4774993998129229,0.6063888888888888,1.0962224713611994,Augmented
786,Optician,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,Y,Health,,,,,0.5783359562603659,0.7183333333333333,0.3643516524440306,Augmented
787,Orchestra Violinist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,N,N,,,,,-0.0481137107809598,0.5141666666666667,-0.0401348537431173,Isolated
788,Organic Vegetable Farmer,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,N,N,,,,,-1.153152853548008,0.4963888888888889,-0.9824221671754836,Isolated
789,Organizational Development Specialist (OD),Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,Y,Financial Services,,,,,1.390653349799162,0.6652777777777777,0.9498934964322612,Augmented
790,Orthopaedic Physical Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,Y,Health,1288.0,1884.0,1206.0,1700.0,-0.0373440278329034,0.6725,-0.0252383388104038,Protected
791,Orthotic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,Y,Health,,,,,-0.5063030629867125,0.6347222222222222,-0.3613034913369068,Protected
