Qualification Code,Qualification Title,Competency Type,Unit Code,Unit Title
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311214,Contribute to workplace innovation
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311215,Present relevant information
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311210,Participate in workplace communication
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
ALTASN220,Automotive Servicing (Engine Repair) NC II,COMMON,ALT723211,Validate vehicle specification
ALTASN220,Automotive Servicing (Engine Repair) NC II,COMMON,ALT723212,Move and position vehicle
ALTASN220,Automotive Servicing (Engine Repair) NC II,COMMON,ALT723214,Utilize automotive tools
ALTASN220,Automotive Servicing (Engine Repair) NC II,COMMON,ALT723215,Perform mensuration and calculation
ALTASN220,Automotive Servicing (Engine Repair) NC II,COMMON,ALT723216,Utilize workshop facilities and equipment
ALTASN220,Automotive Servicing (Engine Repair) NC II,COMMON,ALT723217,Prepare servicing parts and consumables
ALTASN220,Automotive Servicing (Engine Repair) NC II,COMMON,ALT723218,Prepare vehicle for servicing and releasing
ALTASN220,Automotive Servicing (Engine Repair) NC II,CORE,ALT23399,Diagnose and repair engine cooling and lubrication system
ALTASN220,Automotive Servicing (Engine Repair) NC II,CORE,ALT233100,Diagnose and repair intake and exhaust system
ALTASN220,Automotive Servicing (Engine Repair) NC II,BASIC,400311211,Work in team environment
ALTATS118,Automotive Servicing NC I,BASIC,500311101,Receive and respond to workplace communication
ALTATS118,Automotive Servicing NC I,BASIC,500311102,Work with others
ALTATS118,Automotive Servicing NC I,BASIC,500311103,Demonstrate work values
ALTATS118,Automotive Servicing NC I,BASIC,500311104,Practice basic housekeeping procedures
ALTATS118,Automotive Servicing NC I,COMMON,ALT723211,Validate vehicle specification
ALTATS118,Automotive Servicing NC I,COMMON,ALT832212,Move and position vehicle
ALTATS118,Automotive Servicing NC I,COMMON,ALT723214,Utilize automotive tools
ALTATS118,Automotive Servicing NC I,COMMON,ALT723215,Perform mensuration and calculation
ALTATS118,Automotive Servicing NC I,COMMON,ALT723216,Utilize workshop facilities and equipment
ALTATS118,Automotive Servicing NC I,COMMON,ALT723217,Prepare servicing parts and consumables
ALTATS118,Automotive Servicing NC I,COMMON,ALT723218,Prepare vehicle for servicing and releasing
ALTATS118,Automotive Servicing NC I,CORE,ALT723372,Perform pre-delivery inspection
ALTATS118,Automotive Servicing NC I,CORE,ALT723373,Perform periodic maintenance of automotive engine
ALTATS118,Automotive Servicing NC I,CORE,ALT723374,Perform periodic maintenance of drive train
ALTATS118,Automotive Servicing NC I,CORE,ALT723375,Perform periodic maintenance of brake system
ALTATS118,Automotive Servicing NC I,CORE,ALT723376,Perform periodic maintenance of suspension system
ALTATS118,Automotive Servicing NC I,CORE,ALT723377,Perform periodic maintenance of steering system
ALTATS106,Automotive Servicing NC I (Superseded),BASIC,500311102,Work with others
ALTATS113,Automotive Servicing NC I (Superseded),BASIC,500311104,Practice basic housekeeping procedures
ALTATS106,Automotive Servicing NC I (Superseded),CORE,ALT723306,Perform underchassis preventive maintenance
ALTATS106,Automotive Servicing NC I (Superseded),CORE,ALT723305,Test and repair wiring/lighting system
ALTATS106,Automotive Servicing NC I (Superseded),CORE,ALT723304,Service ignition system
ALTATS106,Automotive Servicing NC I (Superseded),CORE,ALT723303,Service automotive battery
ALTATS106,Automotive Servicing NC I (Superseded),CORE,ALT723302,Perform gas engine tune up
ALTATS106,Automotive Servicing NC I (Superseded),CORE,ALT723301,Perform diesel engine tune up
ALTATS113,Automotive Servicing NC I (Superseded),CORE,ALT723357,Remove and tag transmission system components
ALTATS113,Automotive Servicing NC I (Superseded),CORE,ALT723356,"Remove and tag automotive steering, suspension and brake system components"
ALTATS113,Automotive Servicing NC I (Superseded),CORE,ALT723355,Remove and tag engine system components
ALTATS113,Automotive Servicing NC I (Superseded),CORE,ALT723354,Remove and replace electrical/electronic units/ assemblies
ALTATS113,Automotive Servicing NC I (Superseded),CORE,ALT723302,Perform gas engine tune up
ALTATS113,Automotive Servicing NC I (Superseded),CORE,ALT723301,Perform diesel engine tune up
ALTATS106,Automotive Servicing NC I (Superseded),COMMON,ALT723205,Perform shop maintenance
ALTATS106,Automotive Servicing NC I (Superseded),COMMON,ALT723204,Use and apply lubricants/coolants
ALTATS106,Automotive Servicing NC I (Superseded),COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTATS106,Automotive Servicing NC I (Superseded),COMMON,ALT311202,Perform mensuration and calculation
ALTATS106,Automotive Servicing NC I (Superseded),COMMON,ALT723202,Move and position vehicle
ALTATS106,Automotive Servicing NC I (Superseded),COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT723210,Identify and select original automotive parts and products
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT311209,Provide work skill instructions
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT311208,Maintain quality systems
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT311207,Inspect technical quality of work
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT723206,"Practice health, safety and environment procedures"
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT311205,Interpret/draw technical drawing
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT311204,Perform job estimate
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT723205,Perform shop maintenance
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT723204,Use and apply lubricants/coolants
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT311202,Perform mensuration and calculation
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT723202,Move and position vehicle
ALTATS113,Automotive Servicing NC I (Superseded),COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTATS106,Automotive Servicing NC I (Superseded),BASIC,500311104,Practice basic housekeeping procedures
ALTATS106,Automotive Servicing NC I (Superseded),BASIC,500311103,Demonstrate work values
ALTATS113,Automotive Servicing NC I (Superseded),BASIC,500311102,Work with others
ALTATS113,Automotive Servicing NC I (Superseded),BASIC,500311101,Receive and respond to workplace communication
ALTATS106,Automotive Servicing NC I (Superseded),BASIC,500311101,Receive and respond to workplace communication
ALTATS113,Automotive Servicing NC I (Superseded),BASIC,500311103,Demonstrate work values
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723301,Perform diesel engine tune up
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723315,Service suspension system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723303,Service automotive battery
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723312,Service steering system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723314,Service brake system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723313,Overhaul manual transmission
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723312,Service steering system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723311,Service differential and front axle
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723310,Service clutch system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723309,Service engine mechanical system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723308,Service charging system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723307,Service starting system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723306,Perform underchassis preventive maintenance
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723305,Test and repair wiring/lighting system
ALTATS213,Automotive Servicing NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
ALTATS213,Automotive Servicing NC II (Superseded),BASIC,500311105,Participate in workplace communication
ALTATS213,Automotive Servicing NC II (Superseded),BASIC,500311106,Work in team environment
ALTATS213,Automotive Servicing NC II (Superseded),BASIC,500311107,Practice career professionalism
ALTATS204,Automotive Servicing NC II (Superseded),BASIC,500311105,Participate in workplace communication
ALTATS204,Automotive Servicing NC II (Superseded),BASIC,500311106,Work in team environment
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723304,Service ignition system
ALTATS204,Automotive Servicing NC II (Superseded),BASIC,500311107,Practice career professionalism
ALTATS204,Automotive Servicing NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
ALTATS204,Automotive Servicing NC II (Superseded),COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTATS204,Automotive Servicing NC II (Superseded),COMMON,ALT723202,Move and position vehicle
ALTATS204,Automotive Servicing NC II (Superseded),COMMON,ALT311202,Perform mensuration and calculation
ALTATS204,Automotive Servicing NC II (Superseded),COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTATS204,Automotive Servicing NC II (Superseded),COMMON,ALT723204,Use and apply lubricants/coolants
ALTATS204,Automotive Servicing NC II (Superseded),COMMON,ALT723205,Perform shop maintenance
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT723202,Move and position vehicle
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT311202,Perform mensuration and calculation
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT723204,Use and apply lubricants/coolants
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT723205,Perform shop maintenance
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT311204,Perform job estimate
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT311205,Interpret/draw technical drawing
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT723206,"Practice health, safety and environment procedures"
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT311207,Inspect technical quality of work
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT311208,Maintain quality systems
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT311209,Provide work skill instructions
ALTATS213,Automotive Servicing NC II (Superseded),COMMON,ALT723210,Identify and select original automotive parts and products
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723305,Test and repair wiring/lighting system
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723309,Service engine mechanical system
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723311,Service differential and front axle
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723306,Perform underchassis preventive maintenance
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723303,Service automotive battery
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723315,Service suspension system
ALTATS204,Automotive Servicing NC II (Superseded),CORE,ALT723302,Perform gas engine tune up
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723313,Overhaul manual transmission
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723304,Service ignition system
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723307,Service starting system
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723308,Service charging system
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723310,Service clutch system
ALTATS213,Automotive Servicing NC II (Superseded),CORE,ALT723314,Service brake system
ALTATS313,Automotive Servicing NC III (Superseded),BASIC,500311110,Lead small teams
ALTATS313,Automotive Servicing NC III (Superseded),BASIC,500311109,Lead workplace communication
ALTATS313,Automotive Servicing NC III (Superseded),BASIC,500311111,Develop and practice negotiation skills
ALTATS313,Automotive Servicing NC III (Superseded),BASIC,500311112,Solve problems related to work activities
ALTATS313,Automotive Servicing NC III (Superseded),BASIC,500311113,Use mathematical concepts and techniques
ALTATS313,Automotive Servicing NC III (Superseded),BASIC,500311114,Use relevant technologies
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT723201,Apply appropriate sealant/adhesive
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT723202,Move and position vehicle
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT311202,Perform mensuration and calculation
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT723203,"Read, interpret and apply specifications and manuals"
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT723204,Use and apply lubricants/coolants
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT723205,Perform shop maintenance
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT311204,Perform job estimate
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT311205,Interpret/draw technical drawing
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT723206,"Practice health, safety and environment procedures"
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT311207,Inspect technical quality of work
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT311208,Maintain quality systems
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT311209,Provide work skill instructions
ALTATS313,Automotive Servicing NC III (Superseded),COMMON,ALT723210,Identify and select original automotive parts and products
ALTATS313,Automotive Servicing NC III (Superseded),CORE,ALT723316,Test and repair electrical security system/ components
