Institution Name,City,Province,Region,Reg,Qualification,IsConstruction,Is_Development,Is_Assessment,Trainer Count,Enrolled,Graduates,Number of Accredited Ass Qual,Assessed,Certified
"CENTER FOR BARISTA AND TOURISM ACADEMY TRAINING AND ASSESSMENT, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,0,2,192,283,0,0,0
CPDC TRAINING & TESTING CORP.,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,0,4,264,280,0,0,0
PHILIPPINE SCHOOL FOR TECHNOLOGY DEVELOPMENT AND INNOVATION INC.,Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Contact Center Services NC II,FALSE,1,0,2,294,277,0,0,0
AUTOZONE DRIVING SCHOOLINC.,San Pedro,Laguna,Region IVA - CALABARZON,4A,Driving (Passenger Bus/Straight Truck) NC III,FALSE,1,0,1,302,276,0,0,0
"TRAINING CENTER FOR SKILLS AND DEVELOPMENT, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Programming (Java) NC III,FALSE,1,0,3,296,272,0,0,0
MINDBANK TRAINING & SKILLS CORPORATION,Quezon City,Quezon City,National Capital Region (NCR),NCR,Contact Center Services NC II,FALSE,1,0,1,186,271,0,0,0
PRIME EDUCATION AND ASSESSMENT CENTER INC.,San Pedro,Laguna,Region IVA - CALABARZON,4A,Contact Center Services NC II,FALSE,1,0,5,298,270,0,0,0
BCB ABUNDANT GREENS FLOWER FARM,Lucban,Quezon,Region IVA - CALABARZON,4A,Organic Agriculture Production NC II,FALSE,1,0,2,270,270,0,0,0
R AND R SKILLS TRAINING CENTER INC.,Sampaloc,Quezon,Region IVA - CALABARZON,4A,Driving NC II,FALSE,1,1,3,313,269,1,167,166
"BOWLINE TRAINING & ASSESSMENT CENTER, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,1,0,2,361,268,0,0,0
QTEK TRAINING AND ASSESSMENT CENTER INC.,Mandaluyong City,PAMAMARISAN,National Capital Region (NCR),NCR,Construction Painting NC II,FALSE,1,0,4,325,262,0,0,0
SP CASTRO CONSTRUCTION SERVICES,Pagbilao,Quezon,Region IVA - CALABARZON,4A,Heavy Equipment Operation (Forklift) NC II,TRUE,1,0,2,259,260,0,0,0
"ASIANTOUCH INTERNATIONAL TRAINING INSTITUTE, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Barista NC II,FALSE,1,1,3,348,259,1,233,232
SMI INSTITUTE INC.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,4,208,259,0,0,0
"APICIUS CULINARY ARTS AND HOTEL MANAGEMENT, INC.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,2,89,259,0,0,0
EXCELSIOR CENTER FOR EXCELLENCE INC.,Malvar,Batangas,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,1,0,5,261,258,0,0,0
LIVELIHOOD PLANNER SPECIALIST CENTER INC.,San Pablo City,Laguna,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,1,1,2,209,256,1,205,205
B AND B ACADEMY FOR SKILLS TRAINING AND ASSESSMENT INC.,Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Slaughtering Operations (Swine) NC II,FALSE,1,1,2,178,256,1,181,166
TESDA-NAVOTAAS TRAINING INSTITUTE,Navotas City,CAMANAVA,National Capital Region (NCR),NCR,Driving NC II,FALSE,1,1,1,191,256,1,142,143
"United Christian Academy College of Asia, Inc.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Contact Center Services NC II,FALSE,1,0,1,155,256,0,0,0
ITECH TECHNICAL VOCATIONAL INSTITUTE CORP.,Rodriguez (Montalban),Rizal,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,0,5,288,255,0,0,0
R1ZAL TRAINING & DEVELOPMENT INSTITUTE INC.,Cainta,Rizal,Region IVA - CALABARZON,4A,Events Management Services NC III,FALSE,1,0,2,260,254,0,0,0
TESDA Women's Center,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Barista NC II,FALSE,1,0,2,289,252,0,0,0
RNC Technical Learning Center Inc.,Calauag,Quezon,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,0,4,252,252,0,0,0
CARENET HEALTHCARE INSTITUTE INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,Caregiving NC II,FALSE,1,1,4,257,248,1,317,312
Regional Training Center - CALABARZON,Batangas City,Batangas,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,1,0,3,155,248,0,0,0
"BOWLINE TRAINING & ASSESSMENT CENTER, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,1,0,2,324,248,0,0,0
PHILIPPINE CALL CENTER INSTITUTE INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,Contact Center Services NC II,FALSE,1,0,0,0,247,0,0,0
"FIRST GEAR TECHNICAL INSTITUTE AND ASSESSMENT CENTER, INC. ",Makati City,PASMAK,National Capital Region (NCR),NCR,Driving NC II,FALSE,1,0,1,205,247,0,0,0
R AND R SKILLS TRAINING CENTER INC.,Sampaloc,Quezon,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,1,3,256,246,1,238,234
OPTIMUM SKILLS SOURCE INSTITUTE CORP.,San Juan City,PAMAMARISAN,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,1,0,1,236,245,0,0,0
"MILESTONE TECHNOLOGICAL INSTITUTE, INC.",Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Programming (Java) NC III,FALSE,1,0,2,246,243,0,0,0
"ARAYA SKILLS DEVELOPMENT INSTITUTE, CORP.",San Juan City,PAMAMARISAN,National Capital Region (NCR),NCR,Hilot (Wellness Massage) NC II,FALSE,1,0,2,311,242,0,0,0
"CANE TOWN COLLEGES OF THE PHILIPPINES, INC. DOING BUSINESS UNDER THE NAME AND STYLE OF PROFESSIONAL ",Quezon City,Quezon City,National Capital Region (NCR),NCR,Contact Center Services NC II,FALSE,1,0,2,278,242,0,0,0
SYLVRE AGRI-FARM & ASSESSMENT CENTER INC.,Siniloan,Laguna,Region IVA - CALABARZON,4A,Organic Agriculture Production NC II,FALSE,1,0,5,242,242,0,0,0
TESDA Women's Center,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Driving NC II,FALSE,1,0,1,248,241,0,0,0
RGTECH INSTITUTE AND ASSESSMENT CENTER,Mandaluyong City,PAMAMARISAN,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,1,0,2,255,240,0,0,0
MECHATRONICS TECHNOLOGIES CORP.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC II,TRUE,1,1,2,231,237,1,513,491
"GATEWAYS INSTITUTE OF SCIENCE & TECHNOLOGY, INC. (Mandaluyong)",Mandaluyong City,PAMAMARISAN,National Capital Region (NCR),NCR,Cookery NC II,FALSE,1,0,2,196,237,0,0,0
GOALS TRAINING AND ASSESSMENT INSTITUTE INC.,Lipa City,Batangas,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,0,4,263,236,0,0,0
"MAGSAYSAY CENTER FOR HOSPITALITY AND CULINARY ARTS, INC.","Ermita, City of Manila",City of Manila,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,1,0,3,174,236,0,0,0
"GOOD WORKERS TRANSFORMATION CENTER, INC.",Cabuyao,Laguna,Region IVA - CALABARZON,4A,Contact Center Services NC II,FALSE,1,0,3,276,236,0,0,0
ST. MARK SKILLS TRAINING INSTITUTE INC.,Infanta,Quezon,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,1,4,368,235,1,244,244
HONORIO LOPEZ TECHNICAL INSTITUTE INC.,"Tondo I/II, City of Manila",City of Manila,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,1,0,4,349,235,0,0,0
"D' Rising Sun Training Center Phils., Inc.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Slaughtering Operations (Swine) NC II,FALSE,1,0,3,289,235,0,0,0
CPDC TRAINING & TESTING CORP.,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC I,TRUE,1,0,2,156,234,0,0,0
KAMELO MANPOWER SKILLS DEVELOPMENT CENTER INC.,Batangas City,Batangas,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,1,0,5,202,234,0,0,0
"SEAMAC INTERNATIONAL TRAINING INSTITUTE, INC.","Sampaloc, City of Manila",City of Manila,National Capital Region (NCR),NCR,Ship's Catering Services NC I,FALSE,1,1,1,248,233,1,250,250
COLLEGE OF SAINT AMATIEL INC.,Malabon City,CAMANAVA,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,1,1,3,188,233,1,110,108
RENAISSANCE SCHOOL OF SCIENCE AND TECHNOLOGY INC,Morong,Rizal,Region IVA - CALABARZON,4A,Barista NC II,FALSE,1,0,2,226,232,0,0,0
"IMUS COMPUTER COLLEGE, INC. (FORMERLY: IMUS COMPUTER CENTER, INC.) - CARMONA ",Carmona,Cavite,Region IVA - CALABARZON,4A,Computer Systems Servicing NC II,FALSE,1,0,2,298,232,0,0,0
"FIL-WORK TRAINING CENTER AND TRADE TEST, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,1,0,2,244,232,0,0,0
"Lexus Academy Training and Assessment Center, Inc.",Pasay City,PASMAK,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,1,208,231,0,0,0
"ST. MICHAEL CAREER FOCUSED ENHANCEMENT, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,1,0,1,150,229,0,0,0
DA VINCI ALLIED HEALTH SCIENCES TRAINING INSTITUTE INC.,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Caregiving NC II,FALSE,1,1,3,231,228,1,144,137
IMPERIUM AGRICULTURE TRAINING AND ASSESSMENT CENTER,Pangil,Laguna,Region IVA - CALABARZON,4A,Rice Machinery Operations NC II,FALSE,1,0,4,228,228,0,0,0
PSAA INTERNATIONAL ACADEMY INC.,"Pandacan, City of Manila",City of Manila,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,1,1,2,274,227,1,224,224
SYNERGY ASSESSMENT & TRAINING CENTER,Malvar,Batangas,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,0,6,230,226,0,0,0
AMAZING GRACE TECHNICAL TRAINING INSTITUTE,Quezon City,Quezon City,National Capital Region (NCR),NCR,Contact Center Services NC II,FALSE,1,0,2,229,224,0,0,0
"ARV TRADE TEST AND TRAINING CENTER, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,1,0,2,229,222,0,0,0
"CANADIAN TOURISM AND HOSPITALITY INSTITUTE, INC.",Mandaluyong City,PAMAMARISAN,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,1,0,1,141,222,0,0,0
EXCELSIOR CENTER FOR EXCELLENCE INC.,Malvar,Batangas,Region IVA - CALABARZON,4A,Hilot (Wellness Massage) NC II,FALSE,1,0,3,240,222,0,0,0
LUCIANO'S NATURE FARM,Pangil,Laguna,Region IVA - CALABARZON,4A,Organic Agriculture Production NC II,FALSE,1,0,2,244,222,0,0,0
TESDA Women's Center,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,2,221,221,0,0,0
"FINE INTERNATIONAL TRAINING CENTER, INC.",Makati City,PASMAK,National Capital Region (NCR),NCR,Caregiving (Elderly) NC II,FALSE,1,1,4,214,220,1,230,224
PHILIPPINE SEAFARERS TRAINING CENTER,"Quiapo, City of Manila",City of Manila,National Capital Region (NCR),NCR,Ship's Catering Services NC I,FALSE,1,0,1,220,218,0,0,0
YURIMI CENTER FOR HOSPITALITY AND CULINARY ARTS INC.,Los Baños,Laguna,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,1,4,216,216,1,109,109
"BOWLINE TRAINING & ASSESSMENT CENTER, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,1,0,2,215,215,0,0,0
"CANADIAN TOURISM AND HOSPITALITY INSTITUTE, INC.",Mandaluyong City,PAMAMARISAN,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,1,0,1,178,215,0,0,0
"UNITED SEAFARER'S MARITIME CENTER, INC.","Ermita, City of Manila",City of Manila,National Capital Region (NCR),NCR,Ship's Catering Services NC I,FALSE,1,0,2,221,215,0,0,0
"SOUTHERN LUZON TECHNOLOGICAL COLLEGE FOUNDATION, INC.",Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Hilot (Wellness Massage) NC II,FALSE,1,1,2,135,214,1,98,97
APLUS TECHNICAL AND VOCATIONAL SCHOOL INC.,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Bookkeeping NC III,FALSE,1,0,2,262,214,0,0,0
MUNTIPARLASTAPAT DISTRICT TRAINING AND ASSESSMENT CENTER,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC II,TRUE,1,1,1,146,213,1,277,275
"Integrated Movement Academy, Inc.",Las Piñas City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,2,156,213,0,0,0
GREENTHUMB FARMING SCHOOL,Atimonan,Quezon,Region IVA - CALABARZON,4A,Organic Agriculture Production NC II,FALSE,1,0,6,187,212,0,0,0
SAN ANTONIO SKILLS DEVELOPMENT CENTER INC.,City of Santa Rosa,Laguna,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,1,1,174,210,1,65,65
DON BOSCO YOUTH CENTER-TONDO INC. ,"Tondo I/II, City of Manila",City of Manila,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,1,0,2,137,210,0,0,0
LIVELIHOOD PLANNER SPECIALIST CENTER INC.,San Pablo City,Laguna,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,1,3,233,208,1,100,99
HUMAN RESOURCE DEVELOPMENT CENTER (HRDC),Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Mechatronics Servicing NC III,FALSE,1,0,1,211,208,0,0,0
"ACADEMY ASIA SCHOOL OF TECHNOLOGY AND THE ARTS, INC. ",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,2,258,208,0,0,0
"CEN TECH - CENTER FOR TECHNICAL EXCELLENCE, INC. ",Lipa City,Batangas,Region IVA - CALABARZON,4A,Trainers Methodology Level I,FALSE,1,0,2,162,208,0,0,0
GOALS TRAINING AND ASSESSMENT INSTITUTE INC.,Lipa City,Batangas,Region IVA - CALABARZON,4A,Events Management Services NC III,FALSE,1,0,3,233,205,0,0,0
SYNERGY ASSESSMENT AND TRAINING CENTER INC.,Infanta,Quezon,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,1,0,3,212,205,0,0,0
Top Choice Training Institute and Assessment Center,Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Heavy Equipment Operation (Forklift) NC II,TRUE,1,0,2,258,204,0,0,0
MARIKINA SKILLS TRAINING AND ASSESSMENT CENTER INC.,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Hilot (Wellness Massage) NC II,FALSE,1,0,3,239,204,0,0,0
EQUINOX TRAINING CENTER INC.,Santa Teresita,Batangas,Region IVA - CALABARZON,4A,Computer Systems Servicing NC II,FALSE,1,0,2,144,203,0,0,0
LORD YAHWEH BUSINESS COLLEGES AND MARITIME ACADEMY INCORPORATED,Pangil,Laguna,Region IVA - CALABARZON,4A,Food and Beverage Services NC II,FALSE,1,0,2,203,203,0,0,0
Technical Skills System of Lucena Inc.,Lucena City,Quezon,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,1,0,3,206,202,0,0,0
"INTERNATIONAL TRAINING FOR ENHANCEMENT & ASSESSMENT CENTER, INC.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,0,4,209,202,0,0,0
APHRODITE TRAINING AND ASSESSMENT CENTER INC.,Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,1,1,1,201,201,1,50,50
RENAISSANCE SCHOOL OF SCIENCE AND TECHNOLOGY INC,Morong,Rizal,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,0,2,97,201,0,0,0
"TECHNO DEVELOPMENT CENTER OF THE PHILIPPINES, INC.",Pasay City,PASMAK,National Capital Region (NCR),NCR,Driving NC II,FALSE,1,0,2,230,201,0,0,0
"MILESTONE TECHNOLOGICAL INSTITUTE, INC.",Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,6,225,200,0,0,0
DON LEON NATURE FARMS INC.,San Juan,Batangas,Region IVA - CALABARZON,4A,Organic Agriculture Production NC II,FALSE,1,0,3,199,200,0,0,0
SOCIO INTER SKILLS TRAINING ACADEMY (SISTA) INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,1,1,1,219,199,1,406,405
D' BEAUTY TREND CENTER INSTITUTE INC.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,1,0,3,245,198,0,0,0
PASAY-MAKATI DISTRICT TRAINING AND ASSESSMENT CENTER (PMDTAC),Makati City,PASMAK,National Capital Region (NCR),NCR,Driving NC II,FALSE,1,1,2,161,197,1,210,202
SAINT FRANCIS OF ASSISI COLLEGE OF ALABANG INC.,Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,1,2,193,197,1,37,37
PASIG CITY INSTITUTE OF SCIENCE AND TECHNOLOGY,Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,0,2,193,197,0,0,0
"TRINITY POLYTECHNIC COLLEGE, INC.",Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,2,159,197,0,0,0
SP CASTRO CONSTRUCTION SERVICES,Pagbilao,Quezon,Region IVA - CALABARZON,4A,Heavy Equipment Operation (Hydraulic Excavator) NC II,TRUE,1,0,1,197,196,0,0,0
TAGUIG MANPOWER TRAINING AND ASSESSMENT CENTER (TMTC),Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC II,TRUE,1,1,2,131,194,1,152,152
LORD YAHWEH BUSINESS COLLEGES AND MARITIME ACADEMY INCORPORATED,Pangil,Laguna,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,0,5,239,194,0,0,0
"ST. MICHAEL CAREER FOCUSED ENHANCEMENT, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,7,392,194,0,0,0
LUCENA TECHNOLOGICAL INSTITUTE INCORPORATED,Lucena City,Quezon,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC III,TRUE,1,1,3,193,193,1,101,99
CABALEN TRAINING INSTITUTE CORP.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Cookery NC II,FALSE,1,1,3,226,192,1,287,286
QTEK TRAINING AND ASSESSMENT CENTER INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,Tile Setting NC II,TRUE,1,1,2,195,192,1,80,80
"Marymount Academy of Parañaque (MAPI), Inc.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Contact Center Services NC II,FALSE,1,0,1,147,192,0,0,0
Provincial Training Center - Lipa,Lipa City,Batangas,Region IVA - CALABARZON,4A,Driving NC II,FALSE,1,0,2,179,191,0,0,0
"PR1ME INSTITUTE FOR SKILLS DEVELOPMENT AND ASSESSMENT CENTER, INC.",Santa Cruz,Laguna,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,1,3,197,190,1,180,179
"PR1ME INSTITUTE FOR SKILLS DEVELOPMENT AND ASSESSMENT CENTER, INC.",Santa Cruz,Laguna,Region IVA - CALABARZON,4A,Barista NC II,FALSE,1,1,3,238,190,1,92,92
RENAISSANCE SCHOOL OF SCIENCE AND TECHNOLOGY INC,Morong,Rizal,Region IVA - CALABARZON,4A,Computer Systems Servicing NC II,FALSE,1,0,3,35,189,0,0,0
"FINE INTERNATIONAL TRAINING CENTER, INC.",Makati City,PASMAK,National Capital Region (NCR),NCR,Hilot (Wellness Massage) NC II,FALSE,1,1,1,220,188,1,151,151
MECHATRONICS TECHNOLOGIES CORP.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Mechatronics Servicing NC III,FALSE,1,1,2,124,188,1,66,65
Advent Caregiver School Inc.,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Caregiving NC II,FALSE,1,0,5,205,188,0,0,0
EJ TRAINING AND ASSESSMENT CENTER INC.,Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Caregiving (Elderly) NC II,FALSE,1,0,3,224,188,0,0,0
AUTOZONE DRIVING SCHOOLINC.,San Pedro,Laguna,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,0,2,187,187,0,0,0
"ACCESS PASIG COMPUTER & TECHNICAL COLLEGES, INC. ",Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Bookkeeping NC III,FALSE,1,0,1,206,186,0,0,0
AUTOZONE DRIVING SCHOOLINC.,San Pedro,Laguna,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,1,0,2,228,186,0,0,0
MIKASTRA INTEGRATED FARM,Macalelon,Quezon,Region IVA - CALABARZON,4A,Agricultural Crops Production NC II,FALSE,1,0,6,195,185,0,0,0
"LTC TRAINING, ASSESSMENT AND MULTI SERVICES, INC.",Makati City,PASMAK,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,1,0,1,154,185,0,0,0
"CANE TOWN COLLEGES OF THE PHILIPPINES, INC. DOING BUSINESS UNDER THE NAME AND STYLE OF PROFESSIONAL ",Quezon City,Quezon City,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,1,0,1,249,184,0,0,0
TAGUIG MANPOWER TRAINING AND ASSESSMENT CENTER (TMTC),Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Barista NC II,FALSE,1,1,2,201,183,1,174,172
LINKAGE INDUSTRIAL CORP,Taytay,Rizal,Region IVA - CALABARZON,4A,Electronic Products Assembly and Servicing NC II,FALSE,1,0,2,647,183,0,0,0
"Stars and Rainbow Academy, Inc.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,0,2,219,182,0,0,0
MARY GRACE INTERNATIONAL EDUCATION INC.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,1,1,3,190,181,1,134,134
"INTEGRATED INNOVATION AND HOSPITALITY COLLEGES, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,1,1,2,181,181,1,98,98
UNITECH EDUCATIONAL INSTITUTE (UEI) INC.,Lucena City,Quezon,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,1,1,2,180,180,1,489,469
ASIA SOURCE ICOLLEGE INC.,Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,0,4,234,180,0,0,0
POWER SKILLS TECHNICAL CENTER OF CAVITE INC.,City of Dasmariñas,Cavite,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,1,0,2,195,179,0,0,0
APLUS TECHNICAL AND VOCATIONAL SCHOOL INC.,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Tourism Promotion Services NC II,FALSE,1,0,3,179,179,0,0,0
"Marymount Academy of Parañaque (MAPI), Inc.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,1,0,1,83,179,0,0,0
MOTHER THERESA INSTITUTE OF TECHNOLOGY AND ASSESSMENT CENTER INC.,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Caregiving NC II,FALSE,1,0,5,241,179,0,0,0
CLEAR VOCATION INSTITUTE FOR SKILLS TRAINING & ASSESSMENT CORP.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Cookery NC II,FALSE,1,1,2,201,178,1,52,52
KING EAGLE TRAINING AND ASSESSMENT CENTER CORPORATION,Quezon City,Quezon City,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,1,0,1,199,178,0,0,0
TESDA Women's Center,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Dressmaking NC II,FALSE,1,0,1,162,177,0,0,0
MENDOZA TRAINING AND ASSESSMENT CENTER INC.,Mabitac,Laguna,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,1,1,5,181,176,1,199,198
SWEET NATURE FARMS,Santa Maria,Laguna,Region IVA - CALABARZON,4A,Rice Machinery Operations NC II,FALSE,1,0,3,205,176,0,0,0
PHILIPPINE WELDING TECHNOLOGY SKILLS AND SERVICES CENTER INC.,Navotas City,CAMANAVA,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC I,TRUE,1,0,2,136,176,0,0,0
AUTOZONE DRIVING SCHOOLINC.,San Pedro,Laguna,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,1,0,2,203,175,0,0,0
